1e-05	1e-10	0.28279	0.41991	0.2974	0.85244
1e-05	1e-09	0.27411	0.41558	0.28768	0.85052
1e-05	1e-08	0.26125	0.43001	0.29152	0.85173
1e-05	1e-07	0.26914	0.41558	0.29412	0.85116
1e-05	1e-06	0.037464	0.16739	0.10952	0.81431
1e-05	1e-05	0.030623	0.1645	0.10661	0.81387
1e-05	0.0001	0.044772	0.16595	0.11105	0.81432
1e-05	0.001	0.041768	0.16883	0.11164	0.81423
1e-05	0.01	0.035662	0.16162	0.1087	0.81301
0.0001	1e-10	0.49418	0.54978	0.4622	0.8863
0.0001	1e-09	0.49639	0.54978	0.46285	0.88659
0.0001	1e-08	0.49247	0.55123	0.46265	0.88671
0.0001	1e-07	0.4966	0.5469	0.46016	0.88617
0.0001	1e-06	0.4996	0.54978	0.46391	0.88677
0.0001	1e-05	0.10458	0.24242	0.15382	0.82321
0.0001	0.0001	0.034504	0.16306	0.10854	0.81387
0.0001	0.001	0.038139	0.16595	0.11261	0.81393
0.0001	0.01	0.037797	0.16017	0.10977	0.81383
0.001	1e-10	0.50039	0.557	0.46517	0.88691
0.001	1e-09	0.50813	0.55411	0.46983	0.88771
0.001	1e-08	0.49807	0.55267	0.46624	0.88732
0.001	1e-07	0.50687	0.55844	0.47187	0.88826
0.001	1e-06	0.49314	0.55411	0.46043	0.8859
0.001	1e-05	0.50402	0.55411	0.46792	0.88787
0.001	0.0001	0.26803	0.4026	0.26911	0.84655
0.001	0.001	0.042819	0.17316	0.11058	0.81423
0.001	0.01	0.043548	0.1645	0.11112	0.81472
0.01	1e-10	0.50438	0.56854	0.47135	0.8875
0.01	1e-09	0.5099	0.56999	0.47137	0.88791
0.01	1e-08	0.49497	0.55988	0.46279	0.88675
0.01	1e-07	0.5085	0.56421	0.46956	0.88754
0.01	1e-06	0.50171	0.55988	0.46379	0.88641
0.01	1e-05	0.50065	0.55988	0.46668	0.88716
0.01	0.0001	0.50783	0.54978	0.46759	0.88695
0.01	0.001	0.36631	0.47042	0.36136	0.86462
0.01	0.01	0.033018	0.15296	0.10707	0.81378
0.1	1e-10	0.50197	0.57287	0.47366	0.88859
0.1	1e-09	0.51756	0.57287	0.48217	0.88973
0.1	1e-08	0.50549	0.56421	0.47201	0.88817
0.1	1e-07	0.51268	0.57576	0.47797	0.88961
0.1	1e-06	0.51261	0.5671	0.47375	0.88821
0.1	1e-05	0.50561	0.56999	0.47495	0.88891
0.1	0.0001	0.50052	0.56133	0.46095	0.88574
0.1	0.001	0.50083	0.55267	0.46397	0.88667
0.1	0.01	0.19269	0.34488	0.22152	0.83676
1	1e-10	0.51097	0.57576	0.48146	0.8899
1	1e-09	0.51375	0.57576	0.48379	0.89042
1	1e-08	0.50786	0.56854	0.47607	0.8888
1	1e-07	0.50129	0.56999	0.47499	0.88837
1	1e-06	0.50732	0.56999	0.47477	0.88847
1	1e-05	0.50947	0.56854	0.47704	0.88875
1	0.0001	0.50557	0.56421	0.46973	0.88762
1	0.001	0.49952	0.56133	0.46051	0.88599
1	0.01	0.50371	0.55267	0.46862	0.88775
