1e-05	1e-10	0.030193	0.21574	0.22031	0.58691
1e-05	1e-09	0.039709	0.22117	0.22804	0.58851
1e-05	1e-08	0.024794	0.19132	0.21201	0.5837
1e-05	1e-07	0.038958	0.2171	0.22512	0.58737
1e-05	1e-06	0.021118	0.19607	0.21316	0.58303
1e-05	1e-05	0.025226	0.19267	0.21233	0.58333
1e-05	0.0001	0.010781	0.16893	0.20845	0.58196
1e-05	0.001	0.0097977	0.16961	0.20875	0.58183
1e-05	0.01	0.016287	0.18453	0.21107	0.58329
0.0001	1e-10	0.48516	0.42605	0.48489	0.72008
0.0001	1e-09	0.47214	0.40841	0.47018	0.71541
0.0001	1e-08	0.46029	0.40977	0.46747	0.71337
0.0001	1e-07	0.47553	0.41927	0.47763	0.71769
0.0001	1e-06	0.4797	0.41927	0.47925	0.71751
0.0001	1e-05	0.014551	0.17436	0.20953	0.58257
0.0001	0.0001	0.019713	0.19674	0.21323	0.58446
0.0001	0.001	0.016988	0.18725	0.21206	0.58375
0.0001	0.01	0.014916	0.17978	0.20929	0.58242
0.001	1e-10	0.42709	0.39417	0.44801	0.70299
0.001	1e-09	0.4334	0.40027	0.44977	0.70499
0.001	1e-08	0.43051	0.39077	0.43054	0.69529
0.001	1e-07	0.42992	0.39213	0.44424	0.70256
0.001	1e-06	0.43976	0.38942	0.43202	0.69597
0.001	1e-05	0.44673	0.37856	0.44823	0.70568
0.001	0.0001	0.02158	0.18657	0.21372	0.58404
0.001	0.001	0.027848	0.19742	0.21452	0.585
0.001	0.01	0.022561	0.19199	0.21111	0.58347
0.01	1e-10	0.413	0.38195	0.41323	0.6879
0.01	1e-09	0.41395	0.37856	0.41756	0.68979
0.01	1e-08	0.40869	0.37381	0.41179	0.68705
0.01	1e-07	0.42768	0.38602	0.43068	0.69678
0.01	1e-06	0.41814	0.37788	0.42332	0.69314
0.01	1e-05	0.40103	0.3806	0.40156	0.68189
0.01	0.0001	0.45295	0.44233	0.48	0.71766
0.01	0.001	0.013614	0.16825	0.20938	0.58255
0.01	0.01	0.013569	0.1825	0.21015	0.5823
0.1	1e-10	0.42326	0.3772	0.42483	0.69383
0.1	1e-09	0.42344	0.38602	0.42358	0.69315
0.1	1e-08	0.40737	0.36906	0.41567	0.68979
0.1	1e-07	0.41865	0.38874	0.42417	0.69343
0.1	1e-06	0.41482	0.3806	0.42013	0.69141
0.1	1e-05	0.42882	0.38263	0.42797	0.69531
0.1	0.0001	0.41438	0.39145	0.41365	0.68771
0.1	0.001	0.46399	0.39145	0.46187	0.71248
0.1	0.01	0.019233	0.17436	0.20952	0.58255
1	1e-10	0.40926	0.37449	0.41671	0.69003
1	1e-09	0.4159	0.38128	0.42625	0.69457
1	1e-08	0.41814	0.37381	0.42423	0.6936
1	1e-07	0.41517	0.38399	0.42218	0.69224
1	1e-06	0.41875	0.37788	0.42282	0.69279
1	1e-05	0.41822	0.37856	0.42056	0.69158
1	0.0001	0.41779	0.38399	0.42059	0.69162
1	0.001	0.40523	0.37856	0.40943	0.68566
1	0.01	0.46129	0.3772	0.4579	0.71103
