1e-05	1e-10	0.15558	0.32381	0.20117	0.77635
1e-05	1e-09	0.2455	0.39048	0.25673	0.79234
1e-05	1e-08	0.1956	0.34286	0.23547	0.78606
1e-05	1e-07	0.16321	0.33333	0.2117	0.78009
1e-05	1e-06	0.10238	0.29048	0.16811	0.76819
1e-05	1e-05	.046424	0.21905	0.14321	0.75028
1e-05	0.0001	.038131	0.20476	0.13307	0.75598
1e-05	0.001	.027923	0.20952	0.13472	0.74946
1e-05	0.01	.049972	0.23333	0.14881	0.75603
0.0001	1e-10	0.73248	0.8381	0.72113	0.92144
0.0001	1e-09	0.70405	0.82381	0.70391	0.91693
0.0001	1e-08	0.63726	0.73333	0.61418	0.89214
0.0001	1e-07	0.67667	0.72381	0.64109	0.89938
0.0001	1e-06	0.64988	0.72381	0.6318	0.89733
0.0001	1e-05	0.6089	0.69524	0.5634	0.87464
0.0001	0.0001	.051509	0.24286	0.14502	0.75284
0.0001	0.001	.039394	0.20952	0.15442	0.73001
0.0001	0.01	.036263	0.20952	0.1349	0.7522
0.001	1e-10	.74876	0.8381	0.72013	0.92048
0.001	1e-09	0.71866	0.82381	0.702	0.9157
0.001	1e-08	0.72191	0.82857	0.71092	0.91884
0.001	1e-07	0.72135	0.82381	0.70281	0.91656
0.001	1e-06	0.73404	0.8381	0.72194	0.92144
0.001	1e-05	0.7222	0.83333	0.71212	0.9188
0.001	0.0001	0.61734	0.70952	0.59984	0.8843
0.001	0.001	.041593	0.22857	0.13647	0.7578
0.001	0.01	.064156	0.21905	0.15629	0.74122
0.01	1e-10	0.7214	0.82381	0.7051	0.91725
0.01	1e-09	0.74202	0.8381	0.72026	0.92007
0.01	1e-08	0.71179	0.81429	0.69156	0.91306
0.01	1e-07	0.71614	0.82381	0.70301	0.91634
0.01	1e-06	0.70476	0.80952	0.68831	0.91205
0.01	1e-05	0.71796	0.81429	0.69417	0.91388
0.01	0.0001	0.62434	0.6619	0.57937	0.88275
0.01	0.001	0.60257	0.75238	0.60832	0.88763
0.01	0.01	.050657	0.20476	0.14959	0.74094
0.1	1e-10	0.72084	0.81905	0.69814	0.91492
0.1	1e-09	0.67501	0.8	0.66851	0.90713
0.1	1e-08	0.69944	0.80476	0.68268	0.91028
0.1	1e-07	0.68177	0.8	0.67217	0.90768
0.1	1e-06	0.67533	0.79524	0.66656	0.90627
0.1	1e-05	0.72077	0.82857	0.70806	0.91816
0.1	0.0001	0.71937	0.81905	0.69574	0.91415
0.1	0.001	0.72879	0.82857	0.70821	0.9172
0.1	0.01	0.61512	0.71905	0.59987	0.8859
1	1e-10	0.66273	0.78571	0.6472	0.90144
1	1e-09	0.65903	0.78095	0.64403	0.90062
1	1e-08	0.66765	0.79048	0.66049	0.90476
1	1e-07	0.64297	0.76667	0.62498	0.89506
1	1e-06	0.65431	0.78095	0.64183	0.89966
1	1e-05	0.65983	0.77619	0.63898	0.89897
1	0.0001	0.69902	0.80476	0.68029	0.90946
1	0.001	0.74899	0.85238	0.73813	0.92663
1	0.01	0.73706	0.8381	0.71643	0.91985
