10	0.001	1e-06	0.36792	0.35156	0.38587	0.38513	0.16479	2.2333	0.42012	0.59763	1.0869
10	0.001	1e-05	0.35043	0.32439	0.38102	0.28232	0.1327	2.1216	0.38462	0.56805	0.72087
10	0.001	0.0001	0.33997	0.28837	0.41406	0.23619	0.0909	1.9031	0.3787	0.53846	0.59135
10	0.01	1e-06	0.51952	0.49019	0.55259	0.50444	0.36251	2.101	0.5503	0.62722	1.8046
10	0.01	1e-05	0.37839	0.36062	0.398	0.39095	0.17793	2.2248	0.43195	0.59763	0.89372
10	0.01	0.0001	0.35043	0.32439	0.38102	0.28232	0.1327	2.1216	0.38462	0.56805	0.62522
10	0.1	1e-06	0.55389	0.56969	0.53895	0.53774	0.42368	2.2667	0.60355	0.69822	28.742
10	0.1	1e-05	0.54358	0.56075	0.52743	0.54492	0.41086	2.3299	0.59172	0.71006	101.76
10	0.1	0.0001	0.47784	0.44344	0.51804	0.4736	0.3034	2.1304	0.50296	0.63314	1.4706
20	0.001	1e-06	0.37537	0.35003	0.40467	0.39599	0.16803	2.2053	0.42604	0.59172	1.0584
20	0.001	1e-05	0.33857	0.306	0.3789	0.24736	0.10963	2.0777	0.39053	0.5503	0.70649
20	0.001	0.0001	0.33997	0.28837	0.41406	0.23619	0.0909	1.9031	0.3787	0.53846	0.64853
20	0.01	1e-06	0.46313	0.42876	0.50349	0.45874	0.28319	2.1298	0.49112	0.62722	1.3343
20	0.01	1e-05	0.40076	0.3891	0.41316	0.40895	0.2122	2.2542	0.4497	0.61538	0.99845
20	0.01	0.0001	0.33857	0.306	0.3789	0.24736	0.10963	2.0777	0.39053	0.5503	0.71701
20	0.1	1e-06	0.51816	0.49039	0.54926	0.49169	0.36134	2.1215	0.5858	0.66272	49.658
20	0.1	1e-05	0.59627	0.61226	0.58109	0.55744	0.47817	2.2295	0.64497	0.74556	18.893
20	0.1	0.0001	0.4492	0.40828	0.49924	0.44899	0.26	2.0857	0.48521	0.6213	0.79184
30	0.001	1e-06	0.39109	0.374	0.40982	0.40592	0.19562	2.2424	0.43195	0.59763	0.93486
30	0.001	1e-05	0.33439	0.29683	0.38284	0.25538	0.098338	2.0452	0.37278	0.54438	0.54719
30	0.001	0.0001	0.33997	0.28837	0.41406	0.23619	0.0909	1.9031	0.3787	0.53846	0.49199
30	0.01	1e-06	0.50969	0.48392	0.53834	0.49474	0.35078	2.1398	0.54438	0.6213	1.1644
30	0.01	1e-05	0.39032	0.37616	0.40558	0.40245	0.19658	2.2395	0.43787	0.60947	1.1511
30	0.01	0.0001	0.33439	0.29683	0.38284	0.25538	0.098338	2.0452	0.37278	0.54438	0.72271
30	0.1	1e-06	0.51772	0.52648	0.50925	0.49834	0.37486	2.2934	0.59763	0.68639	18.698
30	0.1	1e-05	0.59116	0.64248	0.54744	0.56091	0.47996	2.4095	0.60355	0.7574	54.236
30	0.1	0.0001	0.45885	0.42808	0.49439	0.46278	0.27934	2.1355	0.48521	0.62722	0.90568
10	0.001	1e-06	0.52395	0.42358	0.68667	0.81886	0.51029	4.7915	0.585	0.5975	4.8603
10	0.001	1e-05	0.502	0.4042	0.66222	0.80549	0.48765	4.7769	0.57	0.5825	4.4097
10	0.001	0.0001	0.502	0.4042	0.66222	0.80549	0.48765	4.7769	0.57	0.5825	5.0255
10	0.01	1e-06	0.60877	0.50626	0.76333	0.86311	0.59787	4.8754	0.665	0.67	11.265
10	0.01	1e-05	0.52395	0.42358	0.68667	0.81886	0.51029	4.7915	0.585	0.5975	4.7315
10	0.01	0.0001	0.502	0.4042	0.66222	0.80549	0.48765	4.7769	0.57	0.5825	4.2968
10	0.1	1e-06	0.59092	0.47666	0.77722	0.8577	0.57915	4.8116	0.665	0.665	33.804
10	0.1	1e-05	0.62162	0.53273	0.74611	0.86314	0.61139	4.9709	0.7	0.7075	18.425
10	0.1	0.0001	0.52395	0.42358	0.68667	0.81886	0.51029	4.7915	0.585	0.5975	4.9375
20	0.001	1e-06	0.56351	0.46154	0.72333	0.84157	0.55115	4.8265	0.62	0.635	10.363
20	0.001	1e-05	0.502	0.4042	0.66222	0.80549	0.48765	4.7769	0.57	0.5825	4.1942
20	0.001	0.0001	0.502	0.4042	0.66222	0.80549	0.48765	4.7769	0.57	0.5825	3.9489
20	0.01	1e-06	0.59383	0.49943	0.73222	0.85193	0.58263	4.9009	0.6575	0.6625	8.702
20	0.01	1e-05	0.56351	0.46154	0.72333	0.84157	0.55115	4.8265	0.62	0.635	9.9539
20	0.01	0.0001	0.502	0.4042	0.66222	0.80549	0.48765	4.7769	0.57	0.5825	3.9672
20	0.1	1e-06	0.56105	0.46282	0.71222	0.83681	0.54871	4.8652	0.6225	0.63	27.728
20	0.1	1e-05	0.59599	0.4974	0.74333	0.85445	0.58477	4.8827	0.655	0.6575	10.175
20	0.1	0.0001	0.56351	0.46154	0.72333	0.84157	0.55115	4.8265	0.62	0.635	9.9808
30	0.001	1e-06	0.57222	0.46581	0.74167	0.84629	0.56003	4.8084	0.6275	0.635	11.814
30	0.001	1e-05	0.502	0.4042	0.66222	0.80549	0.48765	4.7769	0.57	0.5825	3.9723
30	0.001	0.0001	0.502	0.4042	0.66222	0.80549	0.48765	4.7769	0.57	0.5825	4.2387
30	0.01	1e-06	0.60097	0.49963	0.75389	0.85734	0.58985	4.8733	0.665	0.6675	11.59
30	0.01	1e-05	0.57222	0.46581	0.74167	0.84629	0.56003	4.8084	0.6275	0.635	11.805
30	0.01	0.0001	0.502	0.4042	0.66222	0.80549	0.48765	4.7769	0.57	0.5825	4.6111
30	0.1	1e-06	0.56833	0.46574	0.72889	0.843	0.55612	4.8622	0.6375	0.645	21.309
30	0.1	1e-05	0.60129	0.50055	0.75278	0.85838	0.59018	4.8939	0.6675	0.6725	12.131
30	0.1	0.0001	0.57222	0.46581	0.74167	0.84629	0.56003	4.8084	0.6275	0.635	12.686
10	0.001	1e-06	0.073201	0.083333	0.065266	0.24353	0.030042	4.6468	0.17723	0.21037	51.08
10	0.001	1e-05	0.073201	0.083333	0.065266	0.24353	0.030042	4.6468	0.17723	0.21037	39.997
10	0.001	0.0001	0.073201	0.083333	0.065266	0.24353	0.030042	4.6468	0.17723	0.21037	37.616
10	0.01	1e-06	0.073201	0.083333	0.065266	0.24353	0.030042	4.6468	0.17723	0.21037	326.45
10	0.01	1e-05	0.073201	0.083333	0.065266	0.24353	0.030042	4.6468	0.17723	0.21037	155.5
10	0.01	0.0001	0.073201	0.083333	0.065266	0.24353	0.030042	4.6468	0.17723	0.21037	29.961
10	0.1	1e-06	0.067363	0.075338	0.060915	0.23124	0.023117	4.6349	0.15274	0.20317	724.55
10	0.1	1e-05	0.073542	0.083815	0.065512	0.24657	0.030449	4.6574	0.17723	0.21182	64.643
10	0.1	0.0001	0.073201	0.083333	0.065266	0.24353	0.030042	4.6468	0.17723	0.21037	337.9
20	0.001	1e-06	0.073201	0.083333	0.065266	0.24353	0.030042	4.6468	0.17723	0.21037	45.076
20	0.001	1e-05	0.073201	0.083333	0.065266	0.24353	0.030042	4.6468	0.17723	0.21037	28.949
20	0.001	0.0001	0.073201	0.083333	0.065266	0.24353	0.030042	4.6468	0.17723	0.21037	32.244
20	0.01	1e-06	0.073201	0.083333	0.065266	0.24353	0.030042	4.6468	0.17723	0.21037	314.99
20	0.01	1e-05	0.073201	0.083333	0.065266	0.24353	0.030042	4.6468	0.17723	0.21037	86.312
20	0.01	0.0001	0.073201	0.083333	0.065266	0.24353	0.030042	4.6468	0.17723	0.21037	30.671
20	0.1	1e-06	0.065104	0.069379	0.061325	0.2205	0.018447	4.5941	0.16427	0.19452	241.14
20	0.1	1e-05	0.072585	0.082807	0.064609	0.24394	0.029493	4.6564	0.17579	0.21037	61.272
20	0.1	0.0001	0.073201	0.083333	0.065266	0.24353	0.030042	4.6468	0.17723	0.21037	334.91
30	0.001	1e-06	0.073201	0.083333	0.065266	0.24353	0.030042	4.6468	0.17723	0.21037	46.573
30	0.001	1e-05	0.073201	0.083333	0.065266	0.24353	0.030042	4.6468	0.17723	0.21037	33.094
30	0.001	0.0001	0.073201	0.083333	0.065266	0.24353	0.030042	4.6468	0.17723	0.21037	32.426
30	0.01	1e-06	0.072585	0.082807	0.064609	0.24394	0.029493	4.6564	0.17579	0.21037	269.55
